Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
735,20,0,8978,0,0,1,0,0,2,0,9,0,0,0,1,5,5,1968,1968,0,0,7,4,1,1,0,0,1,0,0,2,0,0,2,0,0,948,0,0,948,1,0,3,1,1,6,0,0,0,0,1,0,0,0,147,0,0,0,0,0,0,0,0,0,5,2007,0,5,108000
736,75,1,10800,0,0,0,0,0,0,0,7,0,0,0,6,7,7,1914,1970,0,0,2,5,1,1,0,2,0,0,2,3,0,1,3,1,0,880,888,0,1768,1,1,2,1,1,6,0,2,1,1,1,0,0,1,0,341,0,0,0,0,0,0,0,0,10,2006,0,0,163000
737,90,0,8544,0,0,0,0,0,0,0,11,0,0,2,1,3,4,1950,1950,0,0,9,13,1,1,0,1,3,2,4,5,2,0,1,1,1,1040,0,0,1040,2,0,2,2,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,0,0,93500
738,60,0,10463,0,0,1,3,0,3,0,17,0,0,0,0,8,5,2005,2005,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,901,900,0,1801,2,1,3,1,0,8,0,1,2,0,2,0,0,0,0,116,0,0,0,0,0,0,0,0,6,2006,0,0,239900
739,90,0,10800,0,0,0,0,0,0,0,15,0,0,2,1,5,5,1987,1988,0,0,7,4,1,1,0,1,0,1,1,0,0,0,2,0,0,1200,0,0,1200,3,0,3,1,1,5,0,0,0,4,3,3,2,0,120,0,0,0,0,0,0,0,0,0,3,2009,0,4,179000
740,60,0,9313,0,0,1,0,0,0,0,0,0,0,0,0,7,5,2004,2004,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,864,864,0,1728,2,1,3,1,0,7,0,0,0,0,0,0,0,0,187,56,0,0,0,0,0,0,0,0,4,2009,0,0,190000
741,70,1,9600,0,1,0,0,0,0,0,7,0,0,0,0,5,7,1910,2002,0,0,2,2,1,1,1,2,4,3,0,2,0,0,0,0,0,768,664,0,1432,2,0,2,1,1,7,0,0,0,1,1,0,3,0,270,0,112,0,0,0,0,3,0,0,5,2007,0,1,132000
742,20,0,6768,0,0,1,0,0,0,0,9,1,0,0,1,6,8,1961,1996,1,0,3,3,1,1,1,1,1,0,2,0,0,0,1,0,0,912,0,0,912,1,0,3,1,0,5,0,0,0,1,1,0,0,0,168,0,0,0,0,0,0,3,0,0,5,2008,0,0,142000
743,20,0,8450,0,0,0,0,0,0,0,12,0,0,0,1,7,5,2000,2001,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1349,0,0,1349,2,0,3,1,1,6,0,0,0,0,1,0,0,0,120,55,0,0,0,0,0,3,0,0,12,2007,0,0,179000
744,80,0,12886,0,0,1,0,0,0,0,9,0,0,0,5,5,6,1963,1999,0,0,3,3,1,1,0,1,0,0,3,1,0,0,0,0,0,1464,0,0,1464,2,0,3,1,1,6,3,1,1,0,0,0,0,0,302,0,0,0,100,0,0,0,0,0,10,2009,0,0,175000
745,120,0,5395,0,0,1,3,0,0,0,18,0,0,3,1,8,5,1993,1993,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1337,0,0,1337,2,0,2,1,0,5,0,1,1,0,0,0,0,0,96,0,70,168,0,0,0,0,0,0,10,2008,0,0,180000
746,60,0,8963,0,0,1,0,0,0,0,6,0,0,0,0,8,9,1976,1996,1,0,0,0,0,2,1,1,1,1,0,0,3,0,0,0,0,1175,1540,0,2715,3,1,4,1,0,11,0,2,1,2,2,0,0,0,0,204,0,0,0,0,0,0,0,0,7,2008,0,0,299800
747,60,0,8795,0,0,1,0,0,0,0,17,0,0,0,0,7,5,2000,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,980,1276,0,2256,2,1,4,1,0,8,0,1,1,2,2,0,0,0,224,54,0,0,0,0,0,0,0,0,4,2009,0,0,236000
748,70,1,11700,0,2,1,0,0,2,0,7,0,0,0,0,7,7,1880,2003,3,0,9,8,1,0,0,5,1,3,0,2,0,1,2,1,0,1320,1320,0,2640,1,1,4,1,0,8,0,1,2,1,1,0,0,1,181,0,386,0,0,0,0,0,0,0,5,2009,0,0,265979
749,20,0,10593,0,0,1,0,0,0,0,3,0,0,0,1,7,5,1996,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0,0,1720,2,0,3,1,0,7,0,1,1,0,2,0,0,0,240,56,154,0,0,0,0,0,0,0,3,2010,0,0,260400
750,50,0,8405,0,0,0,0,0,0,0,15,0,0,0,2,4,3,1945,1950,0,0,5,2,1,1,0,4,3,2,4,5,2,3,2,1,1,1088,441,0,1529,2,0,4,1,1,9,4,0,0,1,1,0,0,1,92,0,185,0,0,0,0,0,0,0,4,2009,0,0,98000
751,50,1,8800,0,1,0,0,0,2,0,7,0,0,0,2,4,7,1910,2004,0,0,2,5,1,1,0,2,1,3,0,2,0,0,1,0,0,792,348,0,1140,1,0,3,1,1,7,3,0,0,4,3,3,2,1,0,160,0,0,0,0,0,0,0,0,6,2010,0,0,96500
752,60,0,7750,0,0,0,0,0,0,0,17,6,0,0,0,7,5,2003,2003,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,660,660,0,1320,2,1,3,1,0,6,0,0,0,0,2,0,0,0,0,48,0,0,0,0,0,0,0,0,8,2007,0,0,162000
753,20,0,9236,0,0,1,0,0,0,0,0,0,0,0,1,6,5,1997,1997,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1494,0,0,1494,2,0,3,1,0,6,0,0,0,0,0,0,0,0,168,27,0,0,0,0,0,0,0,0,7,2006,0,0,217000
754,60,0,10240,0,0,0,0,0,0,0,10,0,0,0,0,8,5,2005,2005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1038,1060,0,2098,2,1,3,1,2,8,0,1,2,0,0,0,0,0,192,52,0,0,0,0,0,0,0,0,3,2006,0,0,275500
755,20,0,7930,0,0,0,0,0,0,0,11,0,0,0,1,6,8,1969,2005,0,0,7,4,1,1,0,1,1,0,0,0,5,0,1,0,0,1026,0,0,1026,1,0,3,1,0,5,0,0,0,1,0,0,0,0,171,48,0,0,0,0,0,0,0,0,7,2009,0,0,156000
756,160,3,3230,0,2,0,0,0,0,0,5,0,0,3,0,6,5,1999,1999,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,742,729,0,1471,2,1,3,1,1,6,0,0,0,1,1,0,0,0,0,24,0,0,0,0,0,0,0,0,3,2009,0,0,172500
757,60,0,10769,0,0,1,0,0,0,0,0,0,0,0,0,8,5,2007,2007,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,866,902,0,1768,2,1,3,1,0,7,0,0,0,0,0,0,0,0,144,105,0,0,0,0,0,0,0,0,4,2009,0,0,212000
758,60,0,11616,0,0,1,0,0,3,0,9,0,0,0,0,6,5,1978,1978,1,0,3,3,3,1,0,1,1,0,2,3,0,0,2,0,0,672,714,0,1386,2,1,3,1,1,6,0,1,1,0,2,0,0,0,335,0,0,0,0,0,0,3,0,0,4,2010,0,1,158900
759,160,3,2280,0,2,0,0,0,0,0,5,0,0,4,0,7,5,1999,1999,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,757,744,0,1501,2,1,3,1,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2008,0,0,179400
760,60,0,12257,0,0,1,0,0,0,0,3,0,0,0,0,8,5,1995,1995,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,1328,1203,0,2531,2,1,4,1,0,9,0,1,1,0,0,0,0,0,222,98,0,0,0,0,0,0,0,0,11,2007,0,0,290000
761,20,0,9100,0,0,0,0,0,0,0,11,0,0,0,1,6,6,1959,1959,1,0,2,5,1,1,0,1,1,0,0,3,0,0,0,0,0,864,0,0,864,1,0,2,1,1,5,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,1,450,10,2009,0,0,127500
762,30,1,6911,0,0,0,0,0,1,0,8,1,0,0,1,5,5,1924,1950,0,0,2,5,1,1,0,0,1,0,2,6,0,0,2,0,0,1301,0,0,1301,1,0,2,1,3,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2009,0,0,100000
763,60,3,8640,0,0,0,0,0,0,0,5,0,0,0,0,7,5,2009,2009,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,764,783,0,1547,2,1,3,1,0,7,0,0,0,0,1,0,0,0,169,45,0,0,0,0,0,0,0,0,6,2010,7,0,215200
764,60,0,9430,0,0,0,0,0,0,0,3,0,0,0,0,8,5,1999,1999,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1268,1097,0,2365,2,1,3,1,0,8,0,1,2,0,0,0,0,0,0,128,0,0,180,0,0,0,0,0,7,2009,0,0,337000
765,120,0,9549,0,0,1,0,0,3,0,1,0,0,3,1,8,5,1995,1996,1,0,4,7,1,0,1,0,0,1,3,6,6,0,0,0,0,1494,0,0,1494,1,1,2,1,2,6,0,1,2,0,2,0,0,0,0,30,0,0,216,0,0,0,0,0,4,2006,0,0,270000
766,20,0,14587,0,0,1,0,0,0,0,5,0,0,0,1,9,5,2008,2008,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1506,0,0,1506,2,0,2,1,2,6,0,1,2,0,2,0,0,0,0,174,0,0,0,0,0,0,0,0,8,2008,1,2,264132
767,60,0,10421,0,0,0,0,0,0,0,6,0,0,0,0,7,5,1988,1988,0,0,3,3,0,1,0,1,0,0,0,0,0,0,2,0,0,980,734,0,1714,2,1,3,1,1,7,0,1,1,0,1,0,0,0,228,66,156,0,0,0,0,1,1,500,3,2010,0,0,196500
768,50,0,12508,0,0,1,0,0,0,0,4,0,0,0,2,6,7,1940,1985,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,983,767,0,1750,2,0,4,1,1,7,4,0,0,0,1,0,0,0,245,0,156,0,0,0,0,0,1,1300,7,2008,0,0,160000
769,20,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2004,2005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,1836,2,0,3,1,0,8,0,1,2,0,2,0,0,0,120,33,0,0,0,0,0,0,0,0,10,2006,0,0,216837
770,60,0,53504,0,0,2,3,0,3,1,18,0,0,0,0,8,5,2003,2003,1,0,6,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1690,1589,0,3279,3,1,4,1,2,12,4,1,2,2,2,0,0,0,503,36,0,0,210,0,0,0,0,0,6,2010,0,0,538000
771,85,0,7252,0,0,1,0,0,3,0,9,0,0,0,4,5,5,1982,1982,1,0,2,5,1,1,0,1,0,0,3,0,0,0,2,0,0,858,0,0,858,1,0,2,1,1,5,0,0,0,1,1,0,0,0,120,0,0,0,0,0,0,0,0,0,4,2009,0,0,134900
772,20,0,8877,0,0,0,0,0,0,0,15,0,0,0,1,4,5,1951,1951,0,0,2,5,1,1,0,1,4,3,0,6,0,0,2,0,1,1220,0,0,1220,1,0,2,1,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2006,2,0,102000
773,80,0,7819,0,0,0,0,0,0,0,15,0,0,0,5,6,5,1976,1976,0,0,7,4,1,1,0,1,1,0,3,1,1,0,2,0,0,1117,0,0,1117,1,0,3,1,1,6,0,1,1,1,1,0,0,0,144,0,0,0,0,0,0,1,0,0,3,2010,0,1,107000
774,20,0,10150,0,0,0,0,0,0,0,11,1,0,0,1,5,5,1958,1958,0,0,2,5,1,1,0,1,1,0,0,3,0,0,0,0,2,912,0,0,912,1,0,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2007,2,0,114500
775,20,0,14226,0,0,0,0,0,2,0,10,0,0,0,1,8,5,2006,2006,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1973,0,0,1973,2,0,3,1,0,9,0,1,2,0,2,0,0,0,315,45,0,0,0,0,0,0,0,0,7,2007,1,2,395000
776,120,1,4500,0,0,0,0,0,1,0,4,0,0,3,1,6,5,1998,1998,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1204,0,0,1204,2,0,2,1,1,5,0,0,0,0,2,0,0,0,0,247,0,0,0,0,0,0,0,0,6,2009,0,0,162000
777,20,0,11210,0,0,1,0,0,0,0,0,0,0,0,1,7,5,2005,2006,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1614,0,0,1614,2,0,3,1,0,7,0,0,0,0,0,0,0,0,144,59,0,0,0,0,0,0,0,0,7,2006,1,2,221500
778,20,0,13350,0,0,1,0,0,0,0,9,0,0,0,1,5,5,1974,1974,1,0,3,4,1,1,0,1,1,0,0,1,0,0,2,0,0,894,0,0,894,1,0,3,1,1,5,0,1,3,0,1,0,0,0,241,0,0,0,0,0,0,1,0,0,6,2006,0,0,142500
779,90,4,8400,0,0,0,0,0,0,0,12,1,0,2,1,5,5,1977,1977,0,0,7,4,0,1,0,4,3,2,4,5,2,0,2,0,0,2020,0,0,2020,2,0,4,2,1,10,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2007,0,0,144000
780,90,0,10530,0,0,0,0,0,0,0,4,0,0,2,4,6,5,1977,1977,0,0,7,11,0,1,0,1,0,0,1,0,0,0,2,0,0,1004,0,0,1004,1,0,2,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2006,0,0,135000
781,20,0,7875,0,0,0,0,0,0,0,17,0,0,0,1,7,5,1995,1996,0,0,3,3,0,1,0,0,0,1,0,2,0,0,1,0,0,1253,0,0,1253,2,0,3,1,1,6,0,1,1,0,2,0,0,0,220,21,0,0,0,0,0,0,0,0,6,2007,0,0,176000
782,60,0,7153,0,0,0,0,0,0,0,12,0,0,0,0,6,5,1992,1992,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,810,793,0,1603,2,1,3,1,0,7,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,7,2006,0,0,175900
783,20,0,16285,0,0,2,0,0,0,0,0,0,0,0,1,7,5,2001,2002,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1430,0,0,1430,2,0,3,1,0,6,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,6,2009,0,0,187100
784,85,0,9101,0,0,1,0,0,2,0,4,0,0,0,4,5,6,1978,1978,0,0,7,4,0,1,1,0,0,0,3,0,0,0,0,0,0,1110,0,0,1110,1,0,1,1,0,4,0,1,1,0,2,0,0,0,303,30,0,0,0,0,0,0,0,0,7,2009,0,0,165500
785,75,1,6300,0,1,0,0,0,0,0,7,0,0,0,6,6,6,1914,2001,0,0,2,2,1,1,0,1,1,0,0,2,0,0,0,0,0,742,742,0,1484,2,0,3,1,1,9,0,1,2,4,3,3,2,0,0,291,134,0,0,0,0,0,0,0,6,2008,0,0,128000
786,20,0,9790,0,0,0,0,0,0,0,6,1,0,0,1,6,5,1967,1967,0,0,4,5,1,1,0,1,1,0,0,3,5,0,2,0,0,1342,0,0,1342,2,0,3,1,1,7,0,1,2,0,1,0,0,0,0,0,0,0,197,0,0,0,0,0,9,2009,0,0,161500
787,50,1,10800,0,0,0,0,0,0,0,7,3,0,0,2,5,6,1915,1950,0,0,1,1,1,1,1,0,4,0,0,6,0,0,2,0,0,966,686,0,1652,2,0,4,1,1,7,0,0,0,1,1,0,0,0,0,0,196,0,0,0,0,0,1,1200,6,2010,0,0,139000
788,60,0,10142,0,0,1,0,0,0,0,12,0,0,0,0,7,5,2004,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,956,1128,0,2084,2,1,4,1,0,8,0,0,0,2,0,0,0,0,0,45,0,0,0,0,0,0,0,0,1,2010,0,0,233000
789,20,1,6000,0,0,0,0,0,2,0,7,0,0,0,1,4,7,1954,2000,0,0,1,1,1,1,0,1,1,0,0,2,0,0,0,0,0,901,0,0,901,1,0,2,1,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2008,0,0,107900
790,60,0,12205,0,0,1,2,0,0,0,19,0,0,0,0,6,8,1966,2007,0,0,3,3,0,1,0,1,1,3,1,6,0,0,1,0,0,976,1111,0,2087,2,1,5,1,0,9,0,0,0,0,2,0,0,0,133,168,0,0,0,0,0,0,0,0,7,2007,0,0,187500
791,120,0,3182,0,0,0,0,0,0,0,21,0,0,3,1,7,5,2005,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,0,0,1145,2,0,2,1,0,5,0,1,2,0,2,0,0,0,100,16,0,0,0,0,0,0,0,0,9,2009,0,0,160200
792,80,0,11333,0,0,1,0,0,2,0,4,0,0,0,5,6,5,1976,1976,0,0,3,3,1,1,0,0,0,0,3,1,0,0,2,0,0,1062,0,0,1062,1,0,3,1,1,5,0,2,1,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,5,2007,0,0,146800
793,60,0,9920,0,0,1,0,0,3,0,3,0,0,0,0,7,5,1996,1997,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1127,886,0,2013,2,1,3,1,1,8,0,1,1,0,1,0,0,0,180,130,0,0,0,0,0,0,0,0,6,2007,0,0,269790
794,20,0,9158,0,0,0,0,0,0,0,5,0,0,0,1,8,5,2007,2007,0,0,6,6,2,0,0,0,0,0,3,2,0,0,0,0,0,1496,0,0,1496,2,0,3,1,0,7,0,0,0,0,2,0,0,0,168,130,0,0,0,0,0,0,0,0,6,2007,1,2,225000
795,60,0,10832,0,0,1,0,0,2,0,17,0,0,0,0,7,5,1994,1996,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1086,809,0,1895,2,1,3,1,0,7,0,1,1,0,2,0,0,0,143,46,0,0,0,0,0,0,1,500,10,2008,0,0,194500
796,60,0,8400,0,0,0,0,0,0,0,12,0,0,0,0,6,6,1980,1981,0,0,3,3,0,1,0,1,0,0,0,2,0,0,2,0,0,888,676,0,1564,2,1,3,1,1,7,0,1,1,0,1,0,0,0,0,50,0,0,204,0,0,1,0,0,4,2010,0,0,171000
797,20,0,8197,0,0,0,0,0,0,0,9,0,0,0,1,6,5,1977,1977,0,0,7,4,0,1,0,1,1,0,0,2,0,0,0,0,0,1285,0,0,1285,1,1,3,1,1,7,0,1,1,0,0,0,0,0,138,0,0,0,0,0,0,1,0,0,4,2007,0,0,143500
798,20,0,7677,0,0,0,0,0,0,0,11,0,0,0,1,5,5,1953,1953,0,0,0,0,1,1,0,1,1,0,0,4,0,0,1,0,0,773,0,0,773,1,0,2,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2008,0,1,110000
799,60,0,13518,0,0,0,0,0,0,0,10,0,0,0,0,9,5,2008,2009,1,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,1966,1174,0,3140,3,1,4,1,2,11,0,2,2,2,2,0,0,0,144,78,0,0,0,0,0,0,0,0,7,2009,1,2,485000
800,50,0,7200,0,0,0,0,0,2,0,23,1,0,0,2,5,7,1937,1950,0,0,2,5,0,1,0,2,0,0,0,1,0,0,0,0,0,981,787,0,1768,1,1,3,1,0,7,0,2,1,1,1,0,0,0,0,0,264,0,0,0,0,1,0,0,6,2007,0,0,175000
801,60,0,12798,0,0,1,3,0,0,1,19,1,0,0,0,6,5,1997,1997,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,616,1072,0,1688,2,1,4,1,0,8,0,0,0,0,0,0,0,0,403,114,185,0,0,0,0,0,1,400,5,2008,0,0,200000
802,30,1,4800,0,0,0,0,0,0,0,13,0,0,0,1,4,7,1916,1990,0,0,1,1,1,1,0,1,1,0,0,6,0,0,0,0,2,1196,0,0,1196,1,0,2,1,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2007,0,0,109900
803,60,0,8199,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2005,2005,0,0,5,2,1,0,0,0,0,0,3,0,0,0,0,0,0,728,728,0,1456,2,1,3,1,0,7,0,1,2,0,2,0,0,0,36,18,0,0,0,0,0,0,0,0,10,2008,0,0,189000
804,60,0,13891,0,0,0,0,0,0,0,10,0,0,0,0,9,5,2008,2009,1,0,0,0,2,2,0,0,2,0,1,2,0,0,0,0,0,1734,1088,0,2822,3,1,4,1,2,12,0,1,2,2,0,0,0,0,52,170,0,0,192,0,0,0,0,0,1,2009,1,2,582933
805,20,0,9000,0,0,0,0,0,0,0,11,0,0,0,1,5,5,1954,1954,0,0,2,5,1,1,0,1,1,0,0,6,0,0,2,0,0,1128,0,0,1128,1,0,2,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2006,0,5,118000
806,20,0,12274,0,0,1,0,0,1,0,5,0,0,0,1,7,5,2008,2008,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1428,0,0,1428,2,0,3,1,2,6,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,7,2008,1,2,227680
807,80,0,9750,0,0,0,0,0,0,0,11,0,0,0,5,5,5,1967,1967,0,0,0,0,1,1,0,0,1,0,3,1,4,0,1,0,0,980,0,0,980,2,0,3,1,1,6,0,0,0,0,2,0,0,0,68,0,0,0,0,0,0,0,0,0,10,2006,0,0,135500
808,70,0,21384,0,0,0,0,0,0,0,8,0,0,0,0,5,6,1923,2004,0,0,2,5,1,1,0,1,1,0,1,0,0,0,0,0,0,1072,504,0,1576,1,1,3,1,0,6,0,1,1,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,5,2009,0,0,223500
809,80,0,13400,0,0,0,0,0,0,0,11,0,0,0,5,5,5,1966,1966,0,0,0,0,0,1,0,1,1,0,3,1,1,0,2,0,0,1086,0,0,1086,1,0,3,1,1,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2006,0,0,159950
810,75,1,8100,0,0,0,0,0,2,0,7,0,0,0,6,5,5,1898,1965,1,0,8,9,1,1,0,0,1,0,0,2,0,0,2,1,2,1075,1063,0,2138,2,0,2,3,1,11,0,0,0,1,1,1,4,1,40,156,0,0,0,0,0,1,0,0,11,2009,0,0,106000
811,20,0,10140,0,0,0,0,0,0,0,6,0,0,0,1,6,6,1974,1999,1,0,3,3,0,1,0,1,1,0,0,1,5,0,3,0,0,1309,0,0,1309,1,1,3,1,0,5,0,1,3,0,0,0,0,0,265,0,0,0,0,648,2,3,0,0,1,2006,0,0,181000
812,120,1,4438,0,0,0,0,0,0,0,0,0,0,3,1,6,5,2004,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,848,0,0,848,1,0,1,1,0,4,0,1,2,0,2,0,0,0,140,0,0,0,0,0,0,0,0,0,6,2008,3,0,144500
813,20,2,8712,1,0,0,1,0,0,1,13,0,0,0,1,5,5,1952,1952,1,0,2,5,1,3,0,1,1,0,3,2,0,0,2,1,2,1044,0,0,1044,1,0,2,1,3,4,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,54,6,2010,0,4,55993
814,20,0,9750,0,0,0,0,0,0,0,11,0,0,0,1,6,6,1958,1958,0,0,1,1,0,1,0,1,1,0,0,3,0,0,1,0,0,1442,0,0,1442,1,1,4,1,1,7,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,1,500,4,2007,2,0,157900
815,50,0,8248,0,1,0,0,0,0,0,15,0,0,0,2,5,7,1918,1950,0,0,9,8,1,1,0,2,1,0,0,2,0,1,1,0,0,686,564,0,1250,1,1,3,1,3,7,0,0,0,1,1,0,0,2,207,0,96,0,0,0,0,0,0,0,7,2006,0,0,116000
816,20,0,12137,0,0,2,0,0,3,0,0,0,0,0,1,7,5,1998,1998,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1661,0,0,1661,2,0,3,1,0,6,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,5,2010,0,0,224900
817,20,0,11425,0,0,1,0,0,2,0,11,0,0,0,1,5,6,1954,1954,0,0,4,7,1,1,0,1,1,0,0,4,0,0,1,0,0,1008,0,0,1008,1,0,2,1,1,4,0,1,2,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,7,2006,0,0,137000
818,20,0,13265,0,0,1,0,0,3,0,4,0,0,0,1,8,5,2002,2002,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,1689,2,0,3,1,0,7,0,2,2,0,0,0,0,0,150,59,0,0,0,0,0,0,0,0,7,2008,0,0,271000
819,80,0,8816,0,0,0,0,0,0,0,19,0,0,0,5,6,7,1971,1971,0,0,3,3,0,1,0,1,1,0,3,0,0,0,1,0,0,1052,0,0,1052,1,0,3,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2010,0,0,155000
820,120,0,6371,0,0,1,0,0,0,0,10,0,0,3,1,7,5,2009,2010,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1358,0,0,1358,2,0,2,1,0,6,0,1,2,0,0,0,0,0,192,35,0,0,0,0,0,0,0,0,6,2010,1,2,224000
821,60,0,7226,0,0,1,0,0,3,0,0,0,0,0,0,7,5,2003,2003,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,798,842,0,1640,2,1,3,1,0,6,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,6,2008,0,0,183000
822,20,1,6000,0,2,0,1,0,0,1,7,0,0,1,1,4,4,1953,1953,0,0,1,1,1,3,0,1,4,0,0,2,0,0,2,1,0,936,0,0,936,1,0,2,1,1,4,3,0,0,1,1,0,0,0,0,32,112,0,0,0,0,0,0,0,2,2009,0,0,93000
823,60,0,12394,0,0,1,0,0,2,0,17,0,0,0,0,7,5,2003,2003,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,847,886,0,1733,2,1,3,1,0,7,0,1,2,2,2,0,0,0,100,48,0,0,0,0,0,0,0,0,10,2007,0,5,225000
824,50,0,9900,0,0,0,0,0,0,0,23,0,0,0,2,6,7,1940,1950,0,0,0,0,1,1,0,2,1,0,0,2,0,0,2,0,0,944,545,0,1489,2,0,3,1,1,7,0,1,2,1,1,0,0,0,335,0,0,0,0,0,0,2,0,0,7,2009,0,0,139500
825,20,3,11216,0,0,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1489,0,0,1489,2,0,3,1,0,7,0,1,2,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,6,2006,1,2,232600
826,20,0,14803,0,0,0,0,0,0,0,10,2,4,0,1,10,5,2007,2008,1,0,6,6,0,2,0,0,2,0,3,0,0,0,0,0,0,2084,0,0,2084,2,0,2,1,2,7,0,1,2,0,2,0,0,0,188,45,0,0,0,0,0,0,0,0,6,2008,1,2,385000
