Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
780,90,10530,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1004,0,0,1004,1,0,2,1,4,0,Y,0,0,0,0,0,0,0,5,2006,Normal,135000
781,20,7875,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,1253,0,0,1253,2,0,3,1,6,1,Y,220,21,0,0,0,0,0,6,2007,Normal,176000
782,60,7153,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Gd,Gd,PConc,GasA,Ex,Y,810,793,0,1603,2,1,3,1,7,0,Y,0,124,0,0,0,0,0,7,2006,Normal,175900
783,20,16285,Pave,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1430,0,0,1430,2,0,3,1,6,0,Y,0,33,0,0,0,0,0,6,2009,Normal,187100
784,85,9101,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,1110,0,0,1110,1,0,1,1,4,1,Y,303,30,0,0,0,0,0,7,2009,Normal,165500
785,75,6300,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,742,742,0,1484,2,0,3,1,9,1,Y,0,291,134,0,0,0,0,6,2008,Normal,128000
786,20,9790,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1342,0,0,1342,2,0,3,1,7,1,Y,0,0,0,0,197,0,0,9,2009,Normal,161500
787,50,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,TA,Gd,PConc,GasA,TA,Y,966,686,0,1652,2,0,4,1,7,0,Y,0,0,196,0,0,0,1200,6,2010,Normal,139000
788,60,10142,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,956,1128,0,2084,2,1,4,1,8,0,Y,0,45,0,0,0,0,0,1,2010,Normal,233000
789,20,6000,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,901,0,0,901,1,0,2,1,4,0,Y,0,0,0,0,0,0,0,8,2008,Normal,107900
790,60,12205,Pave,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,976,1111,0,2087,2,1,5,1,9,0,Y,133,168,0,0,0,0,0,7,2007,Normal,187500
791,120,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1145,0,0,1145,2,0,2,1,5,1,Y,100,16,0,0,0,0,0,9,2009,Normal,160200
792,80,11333,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1062,0,0,1062,1,0,3,1,5,2,Y,120,0,0,0,0,0,0,5,2007,Normal,146800
793,60,9920,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1127,886,0,2013,2,1,3,1,8,1,Y,180,130,0,0,0,0,0,6,2007,Normal,269790
794,20,9158,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1496,0,0,1496,2,0,3,1,7,0,Y,168,130,0,0,0,0,0,6,2007,Partial,225000
795,60,10832,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1086,809,0,1895,2,1,3,1,7,1,Y,143,46,0,0,0,0,500,10,2008,Normal,194500
796,60,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,888,676,0,1564,2,1,3,1,7,1,Y,0,50,0,0,204,0,0,4,2010,Normal,171000
797,20,8197,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1285,0,0,1285,1,1,3,1,7,1,Y,138,0,0,0,0,0,0,4,2007,Normal,143500
798,20,7677,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,773,0,0,773,1,0,2,1,4,0,Y,0,0,0,0,0,0,0,4,2008,Abnorml,110000
799,60,13518,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1966,1174,0,3140,3,1,4,1,11,2,Y,144,78,0,0,0,0,0,7,2009,Partial,485000
800,50,7200,Pave,Reg,Lvl,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,981,787,0,1768,1,1,3,1,7,2,Y,0,0,264,0,0,0,0,6,2007,Normal,175000
801,60,12798,Pave,IR1,HLS,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,616,1072,0,1688,2,1,4,1,8,0,Y,403,114,185,0,0,0,400,5,2008,Normal,200000
802,30,4800,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1196,0,0,1196,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,7,2007,Normal,109900
803,60,8199,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,728,728,0,1456,2,1,3,1,7,1,Y,36,18,0,0,0,0,0,10,2008,Normal,189000
804,60,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1734,1088,0,2822,3,1,4,1,12,1,Y,52,170,0,0,192,0,0,1,2009,Partial,582933
805,20,9000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1128,0,0,1128,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,6,2006,Family,118000
806,20,12274,Pave,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1428,0,0,1428,2,0,3,1,6,0,Y,0,60,0,0,0,0,0,7,2008,Partial,227680
807,80,9750,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,980,0,0,980,2,0,3,1,6,0,Y,68,0,0,0,0,0,0,10,2006,Normal,135500
808,70,21384,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1072,504,0,1576,1,1,3,1,6,1,Y,0,312,0,0,0,0,0,5,2009,Normal,223500
809,80,13400,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1086,0,0,1086,1,0,3,1,6,1,Y,0,0,0,0,0,0,0,6,2006,Normal,159950
810,75,8100,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,TA,TA,PConc,GasA,TA,N,1075,1063,0,2138,2,0,2,3,11,0,N,40,156,0,0,0,0,0,11,2009,Normal,106000
811,20,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,TA,TA,CBlock,GasA,Fa,Y,1309,0,0,1309,1,1,3,1,5,1,Y,265,0,0,0,0,648,0,1,2006,Normal,181000
812,120,4438,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,848,0,0,848,1,0,1,1,4,1,Y,140,0,0,0,0,0,0,6,2008,Normal,144500
813,20,8712,Grvl,Reg,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Fa,TA,CBlock,GasA,TA,N,1044,0,0,1044,1,0,2,1,4,0,N,0,0,0,0,0,0,54,6,2010,Alloca,55993
814,20,9750,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1442,0,0,1442,1,1,4,1,7,0,Y,0,0,275,0,0,0,500,4,2007,Normal,157900
815,50,8248,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,TA,TA,BrkTil,GasW,Gd,Y,686,564,0,1250,1,1,3,1,7,0,P,207,0,96,0,0,0,0,7,2006,Normal,116000
816,20,12137,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1661,0,0,1661,2,0,3,1,6,0,Y,0,34,0,0,0,0,0,5,2010,Normal,224900
817,20,11425,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1008,0,0,1008,1,0,2,1,4,1,Y,0,0,120,0,0,0,0,7,2006,Normal,137000
818,20,13265,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1689,0,0,1689,2,0,3,1,7,2,Y,150,59,0,0,0,0,0,7,2008,Normal,271000
819,80,8816,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1052,0,0,1052,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,6,2010,Normal,155000
820,120,6371,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1358,0,0,1358,2,0,2,1,6,1,Y,192,35,0,0,0,0,0,6,2010,Partial,224000
821,60,7226,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,798,842,0,1640,2,1,3,1,6,0,Y,0,45,0,0,0,0,0,6,2008,Normal,183000
822,20,6000,Pave,Reg,Bnk,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,Fa,TA,CBlock,GasA,TA,N,936,0,0,936,1,0,2,1,4,0,Y,0,32,112,0,0,0,0,2,2009,Normal,93000
823,60,12394,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,847,886,0,1733,2,1,3,1,7,1,Y,100,48,0,0,0,0,0,10,2007,Family,225000
824,50,9900,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,944,545,0,1489,2,0,3,1,7,1,Y,335,0,0,0,0,0,0,7,2009,Normal,139500
825,20,11216,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1489,0,0,1489,2,0,3,1,7,1,Y,0,140,0,0,0,0,0,6,2006,Partial,232600
826,20,14803,Pave,Reg,Lvl,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,2084,0,0,2084,2,0,2,1,7,1,Y,188,45,0,0,0,0,0,6,2008,Partial,385000
827,45,6130,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,784,0,0,784,1,0,2,1,5,0,Y,0,0,116,0,0,0,0,5,2008,Normal,109500
828,20,8529,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1434,0,0,1434,2,0,3,1,6,1,Y,290,39,0,0,0,0,0,4,2009,Normal,189000
829,60,28698,Pave,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,TA,TA,PConc,GasA,TA,Y,1160,966,0,2126,2,1,3,1,7,0,Y,486,0,0,0,225,0,0,6,2009,Abnorml,185000
830,160,2544,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,520,623,80,1223,2,1,2,1,4,0,Y,0,166,0,0,0,0,0,7,2006,Normal,147400
831,20,11900,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1392,0,0,1392,1,1,3,1,6,2,Y,0,0,0,0,192,0,0,6,2008,Normal,166000
832,160,3180,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,520,600,80,1200,2,1,2,1,4,0,Y,0,166,0,0,0,0,0,6,2006,Normal,151000
833,60,9548,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,941,888,0,1829,2,1,3,1,7,1,Y,192,39,0,0,0,0,0,1,2010,Normal,237000
834,20,10004,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1516,0,0,1516,1,1,3,1,6,0,Y,0,0,0,0,152,0,0,2,2009,Normal,167000
835,20,7875,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1144,0,0,1144,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,9,2008,Normal,139950
836,20,9600,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1067,0,0,1067,2,0,2,1,4,0,Y,290,0,0,0,0,0,0,2,2010,Normal,128000
837,30,8100,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,1559,0,0,1559,1,0,2,1,5,0,Y,0,116,230,0,0,0,0,6,2007,Normal,153500
838,160,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,5,0,Y,0,0,0,0,0,0,0,11,2008,Normal,100000
839,20,9525,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1099,0,0,1099,1,1,3,1,6,0,Y,278,0,0,0,0,0,0,6,2008,Normal,144000
840,50,11767,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,768,432,0,1200,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,5,2008,Normal,130500
841,70,12155,Pave,IR1,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,N,810,672,0,1482,2,0,4,1,7,0,P,0,0,254,0,0,0,0,3,2008,Normal,140000
842,70,10440,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,958,581,0,1539,2,0,3,1,8,1,P,70,78,68,0,0,0,0,6,2008,Normal,157500
843,80,9020,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1165,0,0,1165,1,1,3,1,6,0,Y,0,129,0,0,0,0,0,5,2008,Normal,174900
844,90,8000,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,TA,TA,CBlock,GasA,Ex,N,1800,0,0,1800,2,0,6,2,10,0,Y,0,0,0,0,0,0,0,7,2007,Normal,141000
845,50,12665,Pave,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,876,540,0,1416,1,1,4,1,7,1,Y,418,0,194,0,0,0,0,6,2008,Normal,153900
846,85,16647,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1701,0,0,1701,2,0,3,1,6,2,Y,0,0,0,0,0,0,0,1,2007,Normal,171000
847,60,9317,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1006,769,0,1775,2,1,3,1,7,1,Y,234,72,192,0,0,0,0,7,2009,Normal,213000
848,20,15523,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,864,0,0,864,1,0,3,1,5,1,Y,0,0,0,0,0,0,0,8,2009,Normal,133500
849,50,45600,Pave,IR2,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,1307,1051,0,2358,3,0,5,1,10,1,Y,486,40,0,0,175,0,0,9,2008,Normal,240000
850,80,9600,Pave,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Gd,Gd,CBlock,GasA,Ex,Y,1094,761,0,1855,2,1,3,1,7,1,Y,113,100,0,0,0,0,0,8,2007,Normal,187000
851,120,4435,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,848,0,0,848,1,0,1,1,3,0,Y,140,0,0,0,0,0,0,11,2007,Normal,131500
852,120,3196,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1456,0,0,1456,2,0,2,1,7,1,Y,143,20,0,0,0,0,0,5,2006,Normal,215000
853,75,7128,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,918,728,0,1646,2,0,4,1,7,2,Y,0,0,0,0,126,0,0,8,2007,Normal,164000
854,80,12095,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,1445,0,0,1445,1,1,3,1,7,1,Y,180,0,0,0,0,0,0,8,2009,Normal,158000
855,20,17920,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1779,0,0,1779,1,1,3,1,6,1,Y,0,418,0,0,312,0,0,7,2006,Abnorml,170000
856,20,6897,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,1040,0,0,1040,1,1,3,1,6,0,Y,0,104,0,0,0,0,0,4,2010,Normal,127000
857,80,10970,Pave,IR1,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1026,0,0,1026,1,0,3,1,5,0,Y,0,0,34,0,0,0,0,10,2008,Normal,147000
858,60,8125,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,702,779,0,1481,2,1,3,1,6,1,Y,0,36,0,0,0,0,0,3,2009,Normal,174000
859,20,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1370,0,0,1370,2,0,3,1,6,1,Y,0,0,0,0,0,0,0,6,2009,Family,152000
860,60,11029,Pave,IR1,Lvl,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1512,1142,0,2654,2,1,4,1,9,1,Y,0,65,0,0,222,0,0,8,2006,Normal,250000
861,50,7642,Pave,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Gd,TA,BrkTil,GasA,Gd,Y,912,514,0,1426,1,1,3,1,7,1,Y,0,240,0,0,0,0,0,6,2007,Normal,189950
862,190,11625,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,1039,0,0,1039,1,1,3,1,6,0,Y,0,0,0,0,0,0,0,4,2010,Normal,131500
863,20,9672,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,TA,TA,PConc,GasA,TA,Y,1097,0,0,1097,2,0,3,1,6,0,Y,0,0,0,0,0,0,0,5,2010,Normal,152000
864,20,7931,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1148,0,0,1148,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,7,2009,Normal,132500
865,20,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1372,0,0,1372,2,0,3,1,6,0,Y,0,140,0,0,0,0,0,5,2008,Partial,250580
866,20,8750,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1002,0,0,1002,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,8,2009,Normal,148500
867,20,10656,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1646,0,0,1646,2,0,3,1,6,1,Y,192,80,0,0,0,0,0,11,2007,Partial,248900
868,20,6970,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1120,0,0,1120,1,1,3,1,5,0,Y,168,0,0,0,0,0,400,5,2007,Normal,129000
869,60,14762,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,TA,TA,Slab,GasA,Gd,Y,1547,720,53,2320,2,0,2,1,7,1,P,120,144,0,0,0,0,0,5,2006,Normal,169000
870,60,9938,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1062,887,0,1949,2,1,3,1,8,1,Y,156,90,0,0,0,0,0,6,2010,Normal,236000
871,20,6600,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,TA,TA,CBlock,GasA,Gd,N,894,0,0,894,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,8,2009,Normal,109500
872,60,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,804,878,0,1682,2,1,3,1,7,0,Y,0,77,0,0,0,0,0,6,2010,Normal,200500
873,20,8892,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,Gd,TA,Stone,GasA,Gd,Y,910,0,0,910,1,0,3,1,5,0,Y,196,0,150,0,0,0,0,10,2008,Normal,116000
874,40,12144,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,Gd,TA,CBlock,GasA,Gd,Y,1036,0,232,1268,1,0,3,1,6,1,Y,0,28,0,0,0,0,0,9,2009,Normal,133000
